sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-A 	1 Cognitive Science-A 	98 Education-Credit 	1A Chemistry-A 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Biology-A 	1 Italian Studies-A 	10 Computer Science-A 	3AL Chemistry-A 	3A Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-A 	2 Italian Studies-Credit 	61A Computer Science-A 	R5B Scandinavian-A 	3BL Chemistry-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	70 Computer Science-A 	sem 4: 	major: ['Cognitive Science']: 	3 Italian Studies-A 	132 Philosophy-B 	61B Computer Science-A 	197 Education-Credit 	C127 Cognitive Science-A 	140AC Education-A 	sem 5: 	major: ['Cognitive Science']: 	1AL Biology-A 	1A Biology-A 	9F Computer Science-Credit 	C100 Cognitive Science-A 	100 Linguistics-A 	4 Italian Studies-A 	C61 Molecular & Cell Biology-A 	sem 6: 	major: ['Cognitive Science']: 	131 Integrative Biology-A 	131L Integrative Biology-A 	N140 Psychology-A 	sem 7: 	major: ['Cognitive Science']: 	61C Computer Science-A 	8A Physics-A 	131 Cognitive Science-A 	188 Computer Science-A 	198 Computer Science-Credit 	133 Psychology-A 
label: 	['12 Italian Studies', '186 Computer Science', '8B Physics', '160 Computer Science']
sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	55 Mathematics-A 	104 Mathematics-B 	1 Physical Education-Credit 
label: 	['110 Mathematics', '128A Mathematics', '185 Mathematics', '115 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	61A Computer Science-A 	98 Mathematics-Credit 	98 UGIS-UG Interdisc Studies-Credit 
label: 	['1B Mathematics', 'R1A English']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Mathematics-Credit 	10 Nutritional Science & Tox-A 	C10 Astronomy-Credit 	1 Economics-A 	1A Mathematics-A 
label: 	['1 French', '1B Mathematics', 'C8 Statistics', '88 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Nutritional Science & Tox-Credit 	10 Computer Science-A 	4 Physical Education-B 	R1A Rhetoric-A 	1A Mathematics-A 
label: 	['61A Computer Science', '198 Computer Science', '1B Mathematics', 'R5B Scandinavian']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	98 Engineering-Credit 	16A Electrical Engineering-C 	7A History-A 	61A Computer Science-B 
label: 	['1A Mathematics', 'R5B Scandinavian', '61B Computer Science', '195 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1A Mathematics']

sem 0: 	major: ['Bioengineering']: 	3AL Chemistry-A 	1 Economics-B 	3A Chemistry-B 	1A Mathematics-A 	24 Bioengineering-Credit 	10 Bioengineering-A 
label: 	['1B Mathematics', '7 Engineering', 'R1A French', '7A Physics', '25 Bioengineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '1A Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	12A Philosophy-A 	10 Nutritional Science & Tox-A 	1B Mathematics-A 	R1B English-A 
label: 	['98BC Philosophy', '88 Cognitive Science', '88 Statistics', '3AC Anthropology', '10 Business Admin-Undergrad', 'C8 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Bioengineering']: 	10 Bioengineering-A 	C12 Env Sci, Policy, & Mgmt-Credit 	1A Chemistry-B 	1A Mathematics-A 	24 Bioengineering-Credit 	1AL Chemistry-A 
label: 	['7 Engineering', '1B Mathematics', 'R5B South & SE Asian Studies', '25 Engineering', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	1A Mathematics-A 	R4B College Writing Programs-A 	25 Engineering-B 	1A Chemistry-C 	1AL Chemistry-A 
label: 	['53 Mathematics', '7A Physics', '7 Engineering', '24 Media Studies']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Chemical Engineering']: 	40 Chemical Engineering-B 	1A Chemistry-B 	40 Gender & Womens Studies-A 	1AL Chemistry-A 	1A Mathematics-B 
label: 	['7 Engineering', '4B Chemistry', '7A Physics', '1B Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	61A Computer Science-B 	24 Computer Science-Credit 	1A Mathematics-C 	98 Engineering-Credit 	R1A Rhetoric-A 
label: 	['198 Computer Science', 'R1B Rhetoric', '97 Computer Science']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy', '2 Statistics', '20 Statistics']
correct: 	[]

sem 0: 	major: ['Chemical Engineering']: 	53 Mathematics-A 	4A Chemistry-A 	40 Chemical Engineering-A 	96 Chemistry-Credit 	20 Statistics-A 
label: 	['7B Physics', '4B Chemistry', '7 Engineering', '24 Nuclear Engineering', '134 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	61A Computer Science-B 	35AC Integrative Biology-A 	7B Physics-A 	53 Mathematics-A 
label: 	['70 Computer Science', '16A Electrical Engineering', '100 Linguistics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Asian American Studies-Credit 	20 Statistics-A 	100A Economics-A 	167AC Psychology-Credit 
label: 	['103 Business Admin-Undergrad', 'C175 Economics', '198 Chemistry', '101B Economics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Civil Engineering']: 	92 Civil & Environmental Eng-Credit 	R1B English-B 	1AL Chemistry-B 	1B Mathematics-C 	1A Chemistry-B 
label: 	['7A Physics', '98 Civil & Environmental Eng', '53 Mathematics', '7 Engineering', '100AC History']
predict: 	['10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '2 Statistics']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	R44 Classics-A 	61A Computer Science-A 	53 Mathematics-A 	16A Electrical Engineering-A 
label: 	['7B Physics', '26AC Music', '16B Electrical Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Chemistry']: 	2 Latin-A 	96 Chemistry-Credit 	H1B Mathematics-B 	4A Chemistry-B 
label: 	['53 Mathematics', '100 Latin', '7A Physics', '4B Chemistry', '90E Molecular & Cell Biology']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Engineering Undeclared']: 	61A Computer Science-B 	98 Computer Science-Credit 	53 Mathematics-B 	7A Physics-B 
label: 	['16A Electrical Engineering', 'R1B Comparative Literature', '198 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	27 Music-Credit 	20 Statistics-A 	10 Business Admin-Undergrad-A 	2AC Anthropology-Credit 
label: 	['100B Economics', '134 Statistics', '53 Mathematics', '1 French', '20 Geography']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	98 Engineering-Credit 	16A Electrical Engineering-A 	98 Computer Science-Credit 	61A Computer Science-A 	53 Mathematics-B 
label: 	['16B Electrical Engineering', 'R5B South & SE Asian Studies', '195 Computer Science', '198 Electrical Engineering', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	61A Computer Science-B 	1 Spanish-B 	53 Mathematics-C 
label: 	['2 Physical Education', '61B Computer Science', '60AC Comparative Literature', '2 Spanish', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', '16B Mathematics', '1A Mathematics', 'H53 Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Bioengineering']: 	H1B Mathematics-B 	7A Physics-B 	10 Bioengineering-A 	24 Bioengineering-Credit 
label: 	['25 Bioengineering', 'R5B Scandinavian', '61A Computer Science', '53 Mathematics', '7B Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Engineering Undeclared']: 	61A Computer Science-B 	53 Mathematics-C 	4A Chemistry-C 	98 Engineering-Credit 	92 Engineering-Credit 
label: 	['R1A Film', '100 Linguistics', '7A Physics']
predict: 	['10B Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy', '20 Statistics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	98 Public Health-Credit 	159AC Geography-B 	1A South Asian-Credit 
label: 	['1 Economics', '53 Mathematics', '20 Statistics', '8A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', '16B Mathematics', '1A Mathematics', 'H53 Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	61A Computer Science-B 	1B Mathematics-B 	16A Electrical Engineering-B 
label: 	['R5B Scandinavian', '53 Mathematics', '97 Computer Science', '16B Electrical Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Engineering Undeclared']: 	92 Civil & Environmental Eng-Credit 	1A Mathematics-A 	92 Engineering-Credit 	1A Chemistry-B 	10AC Ethnic Studies-A 	1AL Chemistry-A 
label: 	['24 Architecture', '1B Mathematics', '98 Engineering', '7A Physics', '157AC Engineering', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-B 	1AL Chemistry-A 	24 Env Sci, Policy, & Mgmt-Credit 	1A Mathematics-A 	50 Earth & Planetary Science-A 
label: 	['1B Mathematics', '2 Economics', '10B Classics', '61A Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Energy Engineering']: 	7 Engineering-B 	7A Physics-B 	1B Mathematics-B 	93 Engineering-Credit 	98 Engineering-Credit 
label: 	['11 Civil & Environmental Eng', '53 Mathematics', 'R1B Comparative Literature', '32 Integrative Biology']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Bioengineering']: 	24 Integrative Biology-Credit 	4A Chemistry-B 	40 Chemical Engineering-B 	53 Mathematics-B 	7A Physics-B 
label: 	['7 Engineering', '100AC History', '4B Chemistry', '157AC Engineering', '39 Theater Dance & Perf Stds']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-A 	1A Japanese-Credit 	10 Geography-Credit 	61A Computer Science-A 
label: 	['1B Japanese', '32 Integrative Biology', '11 History of Art', 'R4B College Writing Programs']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Environ Econ & Policy']: 	C10 Astronomy-A 	10 Plant Biology-A 	C1 Environ Econ & Policy-A 	1 Sociology-A 
label: 	['39 Theater Dance & Perf Stds', '53 Mathematics', '20 Statistics', '10B Classics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	198BC Mathematics-Credit 	198 English-Credit 	190 Public Policy-A 	21 Statistics-A 	100B Economics-B 
label: 	['54 Mathematics', '133 Statistics', '198BC Music', '198 Statistics', '100A Economics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Chemical Engineering']: 	4A Chemistry-A 	C10 Astronomy-A 	98 Engineering-No Credit 	198 Statistics-Credit 	40 Chemical Engineering-A 
label: 	['7 Engineering', '4B Chemistry', '53 Mathematics', '1B South Asian']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Bioengineering']: 	7A Physics-C 	53 Mathematics-C 	3AL Chemistry-A 	10 Bioengineering-A 	17A Classics-Credit 	24 Bioengineering-Credit 	3A Chemistry-C 
label: 	['7 Engineering', '1A Biology', 'C85 Mechanical Engineering', 'R1B Comparative Literature', '1AL Biology', '25 Bioengineering']
predict: 	['H54 Mathematics', '16A Mathematics', '12A Philosophy', '5 Linguistics', '1B Biology', 'C3 Economics', '10 Business Admin-Undergrad', '60 Civil & Environmental Eng', 'W1 Psychology', '3 German']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Mechanical Engineering-Credit 	1A Mathematics-C 	1 Economics-B 	10 Computer Science-A 
label: 	['61A Computer Science', '98 Art Practice', '1B Mathematics', '20A Music', '116 Public Health']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy', '2 Statistics', '8B Physics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Political Science-Credit 	16A Mathematics-A 	C10 Astronomy-A 	2AC Anthropology-A 
label: 	['1 Economics', '1B Mathematics', '10 Nutritional Science & Tox', '61A Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	24 Geography-Credit 	61A Computer Science-B 	R4B College Writing Programs-B 	53 Mathematics-A 
label: 	['16A Electrical Engineering', '7B Physics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	159AC Geography-C 	55 Mathematics-A 	110 Mathematics-Credit 	198BC Mathematics-Credit 
label: 	['133 Statistics', '198 Computer Science', '53 Mathematics', '198 Env Sci, Policy, & Mgmt', '134 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	R1B Film-A 	98 Molecular & Cell Biology-Credit 	94 Statistics-A 	61A Computer Science-A 	16A Electrical Engineering-A 
label: 	['16B Electrical Engineering', '195 Computer Science', '100AC Gender & Womens Studies', '1 Physical Education', '98 Molecular & Cell Biology', '90 Design Innovation']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Civil Engineering']: 	92 Civil & Environmental Eng-Credit 	70 Civil & Environmental Eng-A 	1A Chemistry-B 	10 Geography-B 	1AL Chemistry-A 	1A Mathematics-A 
label: 	['R1A Rhetoric', '11 Civil & Environmental Eng', '1B Mathematics', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	16A Electrical Engineering-A 	R1A Film-A 	61B Computer Science-A 
label: 	['198 Computer Science', '24 Nuclear Engineering', '16B Electrical Engineering', '7B Physics', '53 Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

positive hit rate	0.5720524017467249
sem 0: 	major: ['Letters & Sci Undeclared']: 	96 Mathematics-Credit 	14N Public Health-Credit 	98 Mathematics-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98 Mathematics-Credit 	32 Mathematics-B 	R1A College Writing Programs-A 	10 Computer Science-No Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	98 Mathematics-Credit 	R1B Chicano Studies-A 	98 Public Policy-Credit 	1A Mathematics-D 	10 Business Admin-Undergrad-B 	C61 Molecular & Cell Biology-No Credit 	sem 3: 	major: ['Letters & Sci Undeclared']: 	N26AC Music-A 	1A Mathematics-C 	sem 4: 	major: ['Letters & Sci Undeclared']: 	126 Peace & Conflict Studies-A 	1B Mathematics-C 	98 Business Admin-Undergrad-Credit 	1 Economics-C 
label: 	['95 Industrial Eng & Ops Rsch', '40 Plant Biology', '198 Computer Science', '61A Computer Science', '190A Industrial Eng & Ops Rsch', '98 History']
predict: 	['5 Linguistics', '3 German', 'W1 Psychology', '24 History', '40 Plant Biology', '2 Political Science', '40 Geography', '1B Chinese', 'R5B Scandinavian', '2 Psychology']
correct: 	['40 Plant Biology']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Economics-Credit 	1A Chemistry-C 	R1A Comparative Literature-C 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	3AL Chemistry-B 	10 Business Admin-Undergrad-C 	3A Chemistry-F 	14 Public Health-Credit 	90E Molecular & Cell Biology-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3A Chemistry-F 	128AC Asian American Studies-A 	105 Economics-B 	20 Statistics-C 	sem 3: 	major: ['Letters & Sci Undeclared']: 	100A Economics-C 	100B Economics-C 	R5B South Asian-B 	1B Mathematics-F 	C166 Religious Studies-Credit 	sem 4: 	major: ['Letters & Sci Undeclared']: 	133 Statistics-D 	C181 Economics-C 	1A South Asian-F 
label: 	['1B Mathematics', '53 Mathematics', '102 International & Area Stds', 'C180U Letters & Science']
predict: 	['3 German', '13 Art Practice', '24 History', '4B Environmental Design', '20B Arabic', 'R5B Anthropology', '1 Spanish', '20B Hebrew', 'R1B Native American Studies', '24 Computer Science']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	39E African American Studies-Credit 	N2 College Writing Programs-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	R1A College Writing Programs-A 	1A Mathematics-B 	C70V Letters & Science-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	98 Business Admin-Undergrad-Credit 	R4B College Writing Programs-A 	2 Political Science-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	1 Economics-B 	sem 4: 	major: ['Letters & Sci Undeclared']: 	100A Economics-C 	98 Electrical Engineering-Credit 	21 Statistics-C 	110 City & Regional Planning-C 
label: 	['134 Statistics', '1 Russian', '100B Economics', '53 Mathematics']
predict: 	['3 German', '13 Art Practice', '4B Environmental Design', '24 History', '20B Arabic', '45C English', 'R1B Native American Studies', '20B Hebrew', 'R5B Anthropology', '3AL Chemistry']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	W21 Statistics-A 	C10 Physics-A 	10 Nutritional Science & Tox-A 	1 Economics-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	103 Business Admin-Undergrad-A 	61A Computer Science-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	155 Env Sci, Policy, & Mgmt-Credit 	20A Music-A 	126 Peace & Conflict Studies-Credit 	10 Business Admin-Undergrad-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	98 Statistics-Credit 	190G Industrial Eng & Ops Rsch-Credit 	149 Native American Studies-Credit 	40 Italian Studies-Credit 	sem 4: 	major: ['Business Administration']: 	198 Physical Education-Credit 	196 Business Admin-Undergrad-A 	44 Music-A 	102A Business Admin-Undergrad-A 	105 Business Admin-Undergrad-B 	198 Business Admin-Undergrad-Credit 
label: 	['133 Business Admin-Undergrad', '70 Computer Science', '101B Business Admin-Undergrad', '100 Business Admin-Undergrad']
predict: 	['53 Mathematics', '10B Mathematics', 'H54 Mathematics', '1B Mathematics', '55 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	39E African American Studies-Credit 	96 Mathematics-B 	98 Mathematics-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	C10 Physics-C 	45B English-Credit 	32 Mathematics-B 	98 Mathematics-Credit 	C10 Development Studies-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	98 African American Studies-Credit 	2 Economics-C 	10 Nutritional Science & Tox-Credit 	7B History-Credit 	R1B Film-B 	1A Mathematics-B 	sem 3: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	R1B Native American Studies-A 	sem 4: 	major: ['Letters & Sci Undeclared']: 	155 Economics-Credit 	101B Economics-B 
label: 	['84 Anthropology', '131A Statistics', '101A Economics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '12A Philosophy', '5 Linguistics', '1B Biology', 'C3 Economics', 'W1 Psychology', '60 Civil & Environmental Eng']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Nutritional Science & Tox-A 	24 Bioengineering-Credit 	98 Cognitive Science-Credit 	R1B Film-A 	21 Statistics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	39D Legal Studies-A 	98 Mathematics-Credit 	39G South & SE Asian Studies-A 	1A Mathematics-A 	61A Computer Science-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	61B Computer Science-A 	70 Computer Science-B 	197 Computer Science-Credit 	25AC Theater Dance & Perf Stds-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	4A Environmental Design-A 	160 Italian Studies-B 	61C Computer Science-C 	190D Industrial Eng & Ops Rsch-A 	sem 4: 	major: ['L&S Computer Science']: 	168 Computer Science-B 	198 Cognitive Science-Credit 	133 Statistics-A 	40 Electrical Engineering-B 	sem 5: 	major: ['L&S Computer Science']: 	170 Computer Science-A 	131 Cognitive Science-A 	162 Computer Science-A 	198 Sociology-Credit 
label: 	['198 Business Admin-Undergrad', '164 Computer Science', '188 Computer Science', '169 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Political Science']: 	1B Biology-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	116 Public Health-Credit 	115 Global Poverty & Practice-B 	198 Public Health-Credit 	150D Public Health-B 	10 Nutritional Science & Tox-B 	sem 2: 	major: ['L&S Public Health']: 	131A Statistics-No Credit 	150E Public Health-A 	179 Public Policy-No Credit 	1B Mathematics-No Credit 	sem 3: 	major: ['L&S Public Health']: 	1B Mathematics-No Credit 	126 Public Health-No Credit 	sem 4: 	major: ['L&S Public Health']: 	54 Mathematics-No Credit 	190 Public Policy-No Credit 	134 Statistics-No Credit 	sem 5: 	major: ['L&S Public Health']: 	1A Mathematics-F 	C187 History-B 	133 Statistics-Credit 	1 Slavic Languages & Lit-C 
