sem 0: 	major: ['Letters & Sci Undeclared']: 	7A Japanese-A 	5 Political Science-Credit 	C19 Psychology-Credit 	C10 Physics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Sociology-A 	166 Sociology-Credit 	2 Political Science-A 	7B History-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1 Political Science-A 	3 Political Science-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-Credit 	R5B Slavic Languages & Lit-B 	54 Mathematics-Credit 	198 Business Admin-Undergrad-Credit 	sem 4: 	major: ['Political Science']: 	12A Philosophy-B 	112A Political Science-B 	154 Legal Studies-B 	1BX Korean-A 	149E Political Science-A 	sem 5: 	major: ['Political Science']: 	W21 Statistics-A 	sem 6: 	major: ['Political Science']: 	100A Economics-B 	190 Public Policy-B 	143B Political Science-B 	136 Economics-B 
label: 	['151 Economics', '186 Political Science', '109P Political Science', '140 Economics']
sem 0: 	major: ['Letters & Sci Undeclared']: 	R1B English-B 	C5 Letters & Science-B 	17A Classics-Credit 	7A History-F 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Economics-C 	20 Statistics-B 	142AC African American Studies-B 	98 Molecular & Cell Biology-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	98BC Social Welfare-Credit 	7A History-B 	101A Economics-C 	1A Mathematics-A 
label: 	['82 UGIS-UG Interdisc Studies', '20A Asian American Studies', '1 Psychology', '1B Mathematics']
predict: 	['2 Statistics', '100A Economics', '140 Economics', '16B Mathematics', 'C3 Economics', '10B Mathematics', 'W21 Statistics', '128A Mathematics', '133 Statistics', 'C181 Environ Econ & Policy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98BC History-Credit 	1 Economics-A 	5 Political Science-A 	179 Political Science-Credit 	C70Y Letters & Science-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	98BC Philosophy-Credit 	7B History-A 	2 Political Science-A 	179 Political Science-Credit 	11 Plant Biology-A 	sem 2: 	major: ['Political Science']: 	16A Mathematics-B 	123B Political Science-A 	sem 3: 	major: ['Political Science']: 	3 Political Science-A 	115 Global Poverty & Practice-A 	16B Mathematics-A 	116 Public Health-Credit 
label: 	['W21 Statistics', '121 Sociology', '39J South & SE Asian Studies', '100A Economics']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', '1 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Geography-Credit 	16A Mathematics-A 	1 Letters & Science-Credit 	39A Materials Science & Eng-Credit 	C62 Molecular & Cell Biology-B 	98 Mathematics-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	2 Psychology-A 	R1A College Writing Programs-A 	10 Business Admin-Undergrad-B 	16B Mathematics-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	C70U Letters & Science-Credit 	1Y Chinese-A 	1 Economics-B 
label: 	['20 Statistics', 'R4B College Writing Programs', '10Y Chinese', '100A Economics']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '113 Mathematics', '10B Mathematics', 'W21 Statistics']
correct: 	['20 Statistics', '100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	50 Earth & Planetary Science-Credit 	1A Mathematics-C 	10 Nutritional Science & Tox-B 	5A African American Studies-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-A 	R1A Rhetoric-A 	113AC Sociology-B 	7B History-C 	sem 2: 	major: ['Letters & Sci Undeclared']: 	179 Political Science-Credit 	20 Statistics-C 	10 Business Admin-Undergrad-B 	1 Economics-B 	98 Rhetoric-Credit 
label: 	['98 Sociology', '4 Political Science', '101B Business Admin-Undergrad', 'R5B Slavic Languages & Lit', '179 Political Science']
predict: 	['W21 Statistics', '128A Mathematics', '133 Statistics', 'C181 Environ Econ & Policy', 'C101 Environ Econ & Policy', '131 Economics', 'H54 Mathematics', '121A Mathematics', '115 Economics', 'C151 Environ Econ & Policy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	4 Spanish-B 	C70V Letters & Science-D 	16A Mathematics-C 	40D Letters & Science-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	25 Spanish-C 	1 Economics-C 	16B Mathematics-F 	121A History-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	C70V Letters & Science-B 	16B Mathematics-B 	112A Comparative Literature-A 	10 Nutritional Science & Tox-B 
label: 	['45 International & Area Stds', '96 Business Admin-Undergrad', '20 Statistics', '112B Comparative Literature']
predict: 	['W21 Statistics', '133 Statistics', 'C101 Environ Econ & Policy', 'H54 Mathematics', '121A Mathematics', 'C151 Environ Econ & Policy', '115 Economics', '101A Economics', 'C171 Economics', '100 Environ Econ & Policy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	C20 Earth & Planetary Science-C 	10 Geography-A 	R1A Comparative Literature-B 	16A Mathematics-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-C 	16B Mathematics-D 	10 Nutritional Science & Tox-B 	R1B Comparative Literature-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-C 	50AC Env Sci, Policy, & Mgmt-A 	1 Economics-C 	131B History-B 
label: 	['100B Economics', '124B History', '10 Optometry', '20 Statistics']
predict: 	['133 Statistics', 'C101 Environ Econ & Policy', 'C151 Environ Econ & Policy', '121A Mathematics', 'H54 Mathematics', '101A Economics', '136 Economics', '100 Environ Econ & Policy', '157 Economics', '151A Statistics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1A Comparative Literature-B 	16A Mathematics-B 	124A History-A 	C62 Molecular & Cell Biology-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-C 	16B Mathematics-C 	10 Business Admin-Undergrad-B 	1AL Chemistry-B 	10 Nutritional Science & Tox-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	R1B History of Art-B 	20 Statistics-C 	1 Economics-C 	C5 Business Admin-Undergrad-B 
label: 	['270C Public Health', '157 Economics', '100A Economics', '11 Nutritional Science & Tox']
predict: 	['W21 Statistics', '133 Statistics', 'C101 Environ Econ & Policy', '121A Mathematics', '131 Economics', 'C151 Environ Econ & Policy', 'H54 Mathematics', '115 Economics', 'C171 Economics', 'C181 Economics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Hindi-Urdu-B 	C5 Letters & Science-B 	1A Mathematics-C 	C10 Development Studies-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	C1 Environ Econ & Policy-C 	98 International & Area Stds-Credit 	98 Business Admin-Undergrad-Credit 	10 Computer Science-C 	16B Mathematics-C 	sem 2: 	major: ['Letters & Sci Undeclared']: 	C70U Letters & Science-Credit 	98 Computer Science-Credit 	21 Statistics-C 	98 Gender & Womens Studies-Credit 	61A Computer Science-Credit 
label: 	['106 International & Area Stds', '45 International & Area Stds', '132AC Asian American Studies', '95 Industrial Eng & Ops Rsch', '121 Sociology']
predict: 	['C101 Environ Econ & Policy', '133 Statistics', 'C151 Environ Econ & Policy', '101A Economics', '136 Economics', '100 Environ Econ & Policy', '157 Economics', '2 Economics', '143 Environ Econ & Policy', '121B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	C70Y Letters & Science-No Credit 	C13 Astronomy-Credit 	10 Nutritional Science & Tox-B 	16A Mathematics-C 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Economics-F 	16B Mathematics-D 	98 Psychology-No Credit 	113AC Sociology-No Credit 	W1 Psychology-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	20 Statistics-C 	R5A German-C 	C19 Psychology-C 	10 Business Admin-Undergrad-C 
label: 	['1 Russian', 'R4B College Writing Programs', '3AC Sociology', '1 Economics']
predict: 	['C175 Environ Econ & Policy', '127 Mathematics', '183 Economics', 'C183 Environ Econ & Policy', '160 Mathematics', '151 Mathematics', '176 Chicano Studies', '116 Earth & Planetary Science', '24 History', '185 Art Practice']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-A 	25A Philosophy-A 	10 Rhetoric-A 	98 Mechanical Engineering-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	20 Rhetoric-A 	12A Philosophy-A 	40 Plant Biology-A 	1 Economics-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	100A Economics-C 	20 Statistics-No Credit 	2 Philosophy-A 	124A History-Credit 
label: 	['100 Philosophy', '134 Statistics', '3 Earth & Planetary Science', '25B Philosophy']
predict: 	['2 Statistics', '53 Mathematics', '54 Mathematics', '140 Economics', 'C3 Economics', '16B Mathematics', '10B Mathematics', 'W21 Statistics', '113 Mathematics', '128A Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-A 	10 Business Admin-Undergrad-B 	2AC Anthropology-A 	10 Astronomy-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1 Economics-B 	16B Mathematics-C 	20 Statistics-Credit 	10 Nutritional Science & Tox-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	21 Statistics-F 	98 Interdisciplinary Studies-Credit 	7A History-C 	100A Economics-C 
label: 	['131A Statistics', '117 Sociology', '96 Business Admin-Undergrad', '100B Economics']
predict: 	['C101 Environ Econ & Policy', '133 Statistics', '121A Mathematics', '131 Economics', 'C151 Environ Econ & Policy', 'H54 Mathematics', '115 Economics', 'C181 Economics', 'C171 Economics', '101A Economics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Statistics-No Credit 	80 Earth & Planetary Science-F 	C70V Letters & Science-D 	16A Mathematics-F 	40D Letters & Science-F 	sem 1: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-F 	10 Business Admin-Undergrad-B 	98 Mathematics-No Credit 	10 Theater Dance & Perf Stds-A 	21 College Writing Programs-A 	10A College Writing Programs-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	10 Near Eastern Studies-No Credit 	16A Mathematics-C 	R5A German-A 	100 Legal Studies-B 
label: 	['107 Legal Studies', '16B Mathematics', '20 Statistics', 'R4B College Writing Programs']
predict: 	['C175 Environ Econ & Policy', '127 Mathematics', 'C183 Environ Econ & Policy', '160 Mathematics', '151 Mathematics', '176 Chicano Studies', '24 History', '185 Art Practice', '116 Earth & Planetary Science', 'C196W Political Science']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	2AC Anthropology-A 	1A Mathematics-B 	R1B Comparative Literature-A 	92 Engineering-Credit 	sem 1: 	major: ['Electrical Eng & Comp Sci']: 	4 Political Science-A 	97 Education-Credit 	20 Statistics-A 	1B Mathematics-Credit 	1 Economics-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	100A Economics-B 	10 Nutritional Science & Tox-Credit 	1 German-A 	15 Env Sci, Policy, & Mgmt-A 
label: 	['100B Economics', '2 German', 'C171 Economics']
predict: 	['2 Statistics', '21 Statistics', '53 Mathematics', '54 Mathematics', '140 Economics', 'C3 Economics', '113 Mathematics', '16B Mathematics', 'C110 Economics', '133 Statistics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-A 	R1A College Writing Programs-A 	179 Political Science-No Credit 	10 Nutritional Science & Tox-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	10 Business Admin-Undergrad-B 	C70V Letters & Science-Credit 	16B Mathematics-B 	29 Music-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	R1B Native American Studies-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	50AC Env Sci, Policy, & Mgmt-A 	133 Psychology-B 	116 Public Health-Credit 	1 Economics-B 
label: 	['1 Psychology', '100A Economics', '20 Statistics', '96 Business Admin-Undergrad']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '20 Statistics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', 'W21 Statistics']
correct: 	['100A Economics', '20 Statistics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C5 Business Admin-Undergrad-B 	R1B Film-B 	98 Statistics-Credit 	124A History-Credit 	16A Mathematics-B 	sem 1: 	major: ['Letters & Sci Undeclared']: 	40 Linguistics-B 	61A Computer Science-Credit 	24 Mechanical Engineering-Credit 	10 Business Admin-Undergrad-B 	98 Computer Science-Credit 	16B Mathematics-C 	24 Architecture-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	45 International & Area Stds-B 	61B Computer Science-C 	1 Economics-B 	198 Computer Science-Credit 	113B City & Regional Planning-B 
label: 	['100A Economics', '198 Film', '114 City & Regional Planning', '1 Anthropology', '20 Statistics']
predict: 	['2 Statistics', '100A Economics', '140 Economics', 'C3 Economics', '10B Mathematics', 'W21 Statistics', '113 Mathematics', '128A Mathematics', '133 Statistics', '1A Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Astronomy-A 	R1A Rhetoric-A 	1A Mathematics-B 	98 Statistics-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	10 Nutritional Science & Tox-A 	98 Education-Credit 	16B Mathematics-C 	R1B Rhetoric-A 	1 Economics-B 	179 Political Science-Credit 	sem 2: 	major: ['Letters & Sci Undeclared']: 	80 Geography-A 	3AC Anthropology-B 	20 Statistics-B 	1B Mathematics-C 
label: 	['29 Music', '100A Economics', '7B History', '98 Statistics']
predict: 	['2 Statistics', '100A Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', 'W21 Statistics', '128A Mathematics', '134 Statistics', '133 Statistics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16B Mathematics-B 	98 Philosophy-Credit 	190 Education-B 	1 Economics-B 	C101 Letters & Science-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	105 Chinese-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	1 Italian Studies-A 	1 Latin-A 	2AC Anthropology-Credit 	10 Business Admin-Undergrad-A 
label: 	['98 Mathematics', '130 Classics', '10 Nutritional Science & Tox', 'W21 Statistics', '179 Political Science']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	[]

sem 0: 	major: ['Molecular Environ Biology']: 	70AC Geography-B 	C82 Earth & Planetary Science-B 	16A Mathematics-B 	1A Chemistry-Credit 	1AL Chemistry-A 	sem 1: 	major: ['Molecular Environ Biology']: 	50 Film-A 	10 Business Admin-Undergrad-C 	16B Mathematics-B 	R1A Theater Dance & Perf Stds-B 	sem 2: 	major: ['Letters & Sci Undeclared']: 	162A Near Eastern Studies-A 	R1B Theater Dance & Perf Stds-A 	1 Economics-B 	10 Media Studies-A 
label: 	['100A Economics', '7B History', '20 Statistics', '178 History']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics', 'W21 Statistics']
correct: 	['20 Statistics', '100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1B History of Art-B 	2 Economics-B 	133 Statistics-D 	1B Mathematics-No Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	136 Economics-C 	120C Letters & Science-Credit 	20 Statistics-C 	16B Mathematics-B 
label: 	['121 Economics', '100A Economics', '2AC Anthropology', '1 Anthropology']
predict: 	['C101 Environ Econ & Policy', '133 Statistics', 'C151 Environ Econ & Policy', '101A Economics', '157 Economics', '100 Environ Econ & Policy', '2 Economics', '121B Mathematics', '143 Environ Econ & Policy', 'C175 Environ Econ & Policy']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98BC English-Credit 	16A Mathematics-A 	14 Gender & Womens Studies-A 	1 Economics-C 	24 English-Credit 	98 Business Admin-Undergrad-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	179 Political Science-Credit 	45C English-A 	39AC Business Admin-Undergrad-A 	16B Mathematics-A 	10 Business Admin-Undergrad-A 
label: 	['45B English', '198 Psychology', '1 Political Science', '100A Economics', 'W21 Statistics']
predict: 	['2 Statistics', '53 Mathematics', '20 Statistics', '100A Economics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['100A Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Music-Credit 	45 International & Area Stds-A 	3AC Sociology-B 	R1B Rhetoric-B 	179 Political Science-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	100 Political Economy-A 	2 Statistics-C 	1 German-B 
label: 	['101 Public Policy', '1 Economics', '101 Political Economy', '2 German']
predict: 	['53 Mathematics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '16B Mathematics', '10B Mathematics', '113 Mathematics']
correct: 	['1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C10 Astronomy-B 	98 Statistics-Credit 	C10 Physics-A 	16B Mathematics-B 	24 Energy and Resources-A 
label: 	['R1B English', '1 Psychology', '10 Nutritional Science & Tox', '10 Business Admin-Undergrad']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	110A Chinese-A 	98 Computer Science-Credit 	61A Computer Science-B 	54 Mathematics-C 	3AC Anthropology-B 
label: 	['11 Nutritional Science & Tox', '70 Computer Science', '2 Economics', '198 Computer Science']
predict: 	['2 Statistics', '53 Mathematics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	2 Physical Education-No Credit 	R1A Theater Dance & Perf Stds-B 	98 Mathematics-Credit 	98 Public Health-No Credit 	10 Computer Science-No Credit 
label: 	['W21 Statistics', '10 Business Admin-Undergrad', '3AC Anthropology', '1B Mathematics']
predict: 	['16B Mathematics', 'W21 Statistics', '128A Mathematics', '133 Statistics', 'C101 Environ Econ & Policy', 'C1 Environ Econ & Policy', 'C181 Environ Econ & Policy', 'H54 Mathematics', '131 Economics', '121A Mathematics']
correct: 	['W21 Statistics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-B 	R1A Rhetoric-A 	C62 Molecular & Cell Biology-B 	2 Philosophy-A 
label: 	['2 Economics', 'R1B Rhetoric', '16B Mathematics', '2 Political Science']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	16A Mathematics-A 	7A History-Credit 	98 Sociology-Credit 	10 Business Admin-Undergrad-B 	R1A English-A 
label: 	['10 Nutritional Science & Tox', '16B Mathematics', '1 Economics', 'W21 Statistics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', 'C3 Economics', '140 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['1 Economics', '16B Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	R4B College Writing Programs-B 	53 Mathematics-C 	61A Computer Science-F 	7A Physics-C 	sem 1: 	major: ['Electrical Eng & Comp Sci']: 	7B Physics-C 	61A Computer Science-C 	2 Spanish-A 
label: 	['198 Legal Studies', '98 Statistics', '54 Mathematics']
predict: 	['C101 Environ Econ & Policy', '133 Statistics', 'C151 Environ Econ & Policy', 'H54 Mathematics', '136 Economics', '101A Economics', '100 Environ Econ & Policy', '157 Economics', '2 Economics', '121B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	41AC Ethnic Studies-B 	R1B Comparative Literature-B 	5 Political Science-B 	1 Letters & Science-Credit 
label: 	['2 Political Science', '1 Economics', '198 Computer Science', '61A Computer Science']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	160AC Env Sci, Policy, & Mgmt-Credit 	98 Ethnic Studies-Credit 	198 Education-Credit 	100A Economics-B 	198 Philosophy-Credit 	21 Statistics-B 
label: 	['192A Business Admin-Undergrad', '133 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Education-Credit 	5 Political Science-A 	24 Ethnic Studies-Credit 	10 Geography-A 	32 Physical Education-A 
label: 	['R5B Italian Studies', '2 Economics', 'C103 Public Policy', '16A Mathematics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', 'C3 Economics', '140 Economics', '10B Mathematics', '16B Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	45 International & Area Stds-B 	138E Political Science-F 	160 Political Economy-C 	22 Spanish-A 
label: 	['100B Economics', '179 Political Science', '100 Political Economy', '118AC City & Regional Planning']
predict: 	['100A Economics', '1 Economics', 'C3 Economics', '140 Economics', '10B Mathematics', '16B Mathematics', '113 Mathematics', 'W21 Statistics', '128A Mathematics', '133 Statistics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	131B History-B 	2 Spanish-B 	1 Physical Education-A 	5 Political Science-A 
label: 	['16A Mathematics', '1 Economics', '1 Anthropology', '2 Political Science']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	20 Statistics-C 	98 International & Area Stds-Credit 	45C English-B 	C32 Geography-A 
label: 	['96 Business Admin-Undergrad', '3AC Anthropology', '98 Education', '2 Economics', '24 Political Economy']
predict: 	['2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics', '113 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	3AC Sociology-A 	1 Italian Studies-Credit 	1A Mathematics-B 
label: 	['10 Nutritional Science & Tox', '1B Mathematics', '198 Public Health', '1 Economics']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '16B Mathematics']
correct: 	['1 Economics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Arabic-B 	45 International & Area Stds-A 	131B History-B 	198 Public Policy-Credit 
label: 	['100A Economics', '100 Political Economy', '1B Arabic', '112B African American Studies']
predict: 	['53 Mathematics', '2 Statistics', '100A Economics', '20 Statistics', '54 Mathematics', '1 Economics', '140 Economics', 'C3 Economics', '10B Mathematics', '113 Mathematics']
correct: 	['100A Economics']

negative hit rate	0.4
